Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
RB,Andy Janovich (13487456),Andy Janovich,13487456,RB/FLEX,3000,DEN@LAC 10/06/2019 04:05PM ET,DEN,0
WR,Travis Benjamin (13487782),Travis Benjamin,13487782,WR/FLEX,3000,DEN@LAC 10/06/2019 04:05PM ET,LAC,1.9
WR,Diontae Spencer (13487790),Diontae Spencer,13487790,WR/FLEX,3000,DEN@LAC 10/06/2019 04:05PM ET,DEN,0.45
WR,Juwann Winfree (13487818),Juwann Winfree,13487818,WR/FLEX,3000,DEN@LAC 10/06/2019 04:05PM ET,DEN,0
RB,Jamize Olawale (13487448),Jamize Olawale,13487448,RB/FLEX,3000,GB@DAL 10/06/2019 04:25PM ET,DAL,0
RB,Danny Vitale (13487460),Danny Vitale,13487460,RB/FLEX,3000,GB@DAL 10/06/2019 04:25PM ET,GB,1.88
WR,Tavon Austin (13487784),Tavon Austin,13487784,WR/FLEX,3000,GB@DAL 10/06/2019 04:25PM ET,DAL,1.8
WR,Allen Lazard (13487842),Allen Lazard,13487842,WR/FLEX,3000,GB@DAL 10/06/2019 04:25PM ET,GB,0
WR,Cedrick Wilson (13487846),Cedrick Wilson,13487846,WR/FLEX,3000,GB@DAL 10/06/2019 04:25PM ET,DAL,0
RB,Anthony Sherman (13487514),Anthony Sherman,13487514,RB/FLEX,3000,IND@KC 10/06/2019 08:20PM ET,KC,0.62
WR,De'Anthony Thomas (13487868),De'Anthony Thomas,13487868,WR/FLEX,3000,IND@KC 10/06/2019 08:20PM ET,KC,0.53
WR,Byron Pringle (13487870),Byron Pringle,13487870,WR/FLEX,3000,IND@KC 10/06/2019 08:20PM ET,KC,1
WR,Ashton Dulin (13487872),Ashton Dulin,13487872,WR/FLEX,3000,IND@KC 10/06/2019 08:20PM ET,IND,0
WR,Devin Funchess (13487874),Devin Funchess,13487874,WR/FLEX,3000,IND@KC 10/06/2019 08:20PM ET,IND,6.2
DST,Chiefs  (13488116),Chiefs ,13488116,DST,3000,IND@KC 10/06/2019 08:20PM ET,KC,7.75
RB,Kyle Juszczyk (13487508),Kyle Juszczyk,13487508,RB/FLEX,3000,CLE@SF 10/07/2019 08:15PM ET,SF,3.4
RB,D'Ernest Johnson (13487510),D'Ernest Johnson,13487510,RB/FLEX,3000,CLE@SF 10/07/2019 08:15PM ET,CLE,3.4
RB,Kareem Hunt (13487512),Kareem Hunt,13487512,RB/FLEX,3000,CLE@SF 10/07/2019 08:15PM ET,CLE,0
WR,Richie James Jr. (13487858),Richie James Jr.,13487858,WR/FLEX,3000,CLE@SF 10/07/2019 08:15PM ET,SF,5.27
WR,Kendrick Bourne (13487860),Kendrick Bourne,13487860,WR/FLEX,3000,CLE@SF 10/07/2019 08:15PM ET,SF,2.17
WR,Jalen Hurd (13487862),Jalen Hurd,13487862,WR/FLEX,3000,CLE@SF 10/07/2019 08:15PM ET,SF,0
WR,Taywan Taylor (13487864),Taywan Taylor,13487864,WR/FLEX,3000,CLE@SF 10/07/2019 08:15PM ET,CLE,0
WR,KhaDarel Hodge (13487866),KhaDarel Hodge,13487866,WR/FLEX,3000,CLE@SF 10/07/2019 08:15PM ET,CLE,0
TE,David Njoku (13487954),David Njoku,13487954,TE/FLEX,3000,CLE@SF 10/07/2019 08:15PM ET,CLE,6.85
TE,Gerald Everett (13487968),Gerald Everett,13487968,TE/FLEX,2900,LAR@SEA 10/03/2019 08:20PM ET,LAR,6.42
DST,Rams  (13488120),Rams ,13488120,DST,2900,LAR@SEA 10/03/2019 08:20PM ET,LAR,8
TE,Geoff Swaim (13487964),Geoff Swaim,13487964,TE/FLEX,2900,JAX@CAR 10/06/2019 01:00PM ET,JAX,4.15
DST,Cardinals  (13488119),Cardinals ,13488119,DST,2900,ARI@CIN 10/06/2019 01:00PM ET,ARI,3.25
TE,Darren Fells (13487956),Darren Fells,13487956,TE/FLEX,2900,ATL@HOU 10/06/2019 01:00PM ET,HOU,5
TE,Dallas Goedert (13487966),Dallas Goedert,13487966,TE/FLEX,2900,NYJ@PHI 10/06/2019 01:00PM ET,PHI,4.4
TE,Nick Vannett (13487960),Nick Vannett,13487960,TE/FLEX,2900,BAL@PIT 10/06/2019 01:00PM ET,PIT,3.15
TE,Nick Boyle (13487962),Nick Boyle,13487962,TE/FLEX,2900,BAL@PIT 10/06/2019 01:00PM ET,BAL,4.92
TE,Matt LaCosse (13487958),Matt LaCosse,13487958,TE/FLEX,2900,NE@WAS 10/06/2019 01:00PM ET,NE,2.65
DST,Broncos  (13488118),Broncos ,13488118,DST,2900,DEN@LAC 10/06/2019 04:05PM ET,DEN,1.5
DST,49ers  (13488117),49ers ,13488117,DST,2900,CLE@SF 10/07/2019 08:15PM ET,SF,13.67
TE,Luke Willson (13487976),Luke Willson,13487976,TE/FLEX,2800,LAR@SEA 10/03/2019 08:20PM ET,SEA,4.6
TE,Foster Moreau (13487974),Foster Moreau,13487974,TE/FLEX,2800,CHI@OAK 10/06/2019 01:00PM ET,OAK,4.28
TE,Tyler Kroft (13487970),Tyler Kroft,13487970,TE/FLEX,2800,BUF@TEN 10/06/2019 01:00PM ET,BUF,0
TE,Noah Fant (13487972),Noah Fant,13487972,TE/FLEX,2800,DEN@LAC 10/06/2019 04:05PM ET,DEN,7.12
DST,Cowboys  (13488121),Cowboys ,13488121,DST,2800,GB@DAL 10/06/2019 04:25PM ET,DAL,7.5
TE,Josh Oliver (13487984),Josh Oliver,13487984,TE/FLEX,2700,JAX@CAR 10/06/2019 01:00PM ET,JAX,0
DST,Raiders  (13488122),Raiders ,13488122,DST,2700,CHI@OAK 10/06/2019 01:00PM ET,OAK,4
TE,Jonnu Smith (13487982),Jonnu Smith,13487982,TE/FLEX,2700,BUF@TEN 10/06/2019 01:00PM ET,TEN,2.05
TE,Lance Kendricks (13487978),Lance Kendricks,13487978,TE/FLEX,2700,DEN@LAC 10/06/2019 04:05PM ET,LAC,4
DST,Chargers  (13488123),Chargers ,13488123,DST,2700,DEN@LAC 10/06/2019 04:05PM ET,LAC,6.25
TE,Blake Jarwin (13487980),Blake Jarwin,13487980,TE/FLEX,2700,GB@DAL 10/06/2019 04:25PM ET,DAL,6.32
TE,Ian Thomas (13488004),Ian Thomas,13488004,TE/FLEX,2600,JAX@CAR 10/06/2019 01:00PM ET,CAR,0
DST,Panthers  (13488125),Panthers ,13488125,DST,2600,JAX@CAR 10/06/2019 01:00PM ET,CAR,9.25
TE,Charles Clay (13487988),Charles Clay,13487988,TE/FLEX,2600,ARI@CIN 10/06/2019 01:00PM ET,ARI,1.58
TE,C.J. Uzomah (13487992),C.J. Uzomah,13487992,TE/FLEX,2600,ARI@CIN 10/06/2019 01:00PM ET,CIN,2.65
TE,Josh Hill (13487990),Josh Hill,13487990,TE/FLEX,2600,TB@NO 10/06/2019 01:00PM ET,NO,2.02
TE,Rhett Ellison (13487986),Rhett Ellison,13487986,TE/FLEX,2600,MIN@NYG 10/06/2019 01:00PM ET,NYG,2.58
TE,Kaden Smith (13488002),Kaden Smith,13488002,TE/FLEX,2600,MIN@NYG 10/06/2019 01:00PM ET,NYG,0
DST,Giants  (13488124),Giants ,13488124,DST,2600,MIN@NYG 10/06/2019 01:00PM ET,NYG,7.25
TE,Jerome Cunningham (13487998),Jerome Cunningham,13487998,TE/FLEX,2600,NE@WAS 10/06/2019 01:00PM ET,WAS,0
TE,Virgil Green (13487996),Virgil Green,13487996,TE/FLEX,2600,DEN@LAC 10/06/2019 04:05PM ET,LAC,1.1
TE,Jeff Heuerman (13488000),Jeff Heuerman,13488000,TE/FLEX,2600,DEN@LAC 10/06/2019 04:05PM ET,DEN,2.52
TE,Marcedes Lewis (13487994),Marcedes Lewis,13487994,TE/FLEX,2600,GB@DAL 10/06/2019 04:25PM ET,GB,2.55
TE,Johnny Mundt (13488100),Johnny Mundt,13488100,TE/FLEX,2500,LAR@SEA 10/03/2019 08:20PM ET,LAR,0
TE,Tyler Ott (13488102),Tyler Ott,13488102,TE/FLEX,2500,LAR@SEA 10/03/2019 08:20PM ET,SEA,0
TE,Chris Manhertz (13488014),Chris Manhertz,13488014,TE/FLEX,2500,JAX@CAR 10/06/2019 01:00PM ET,CAR,0
TE,Seth DeValve (13488034),Seth DeValve,13488034,TE/FLEX,2500,JAX@CAR 10/06/2019 01:00PM ET,JAX,0
TE,Matt Orzech (13488076),Matt Orzech,13488076,TE/FLEX,2500,JAX@CAR 10/06/2019 01:00PM ET,JAX,0
TE,Clark Harris (13488022),Clark Harris,13488022,TE/FLEX,2500,ARI@CIN 10/06/2019 01:00PM ET,CIN,0
TE,Maxx Williams (13488036),Maxx Williams,13488036,TE/FLEX,2500,ARI@CIN 10/06/2019 01:00PM ET,ARI,2.18
TE,Cethan Carter (13488046),Cethan Carter,13488046,TE/FLEX,2500,ARI@CIN 10/06/2019 01:00PM ET,CIN,0
TE,Drew Sample (13488072),Drew Sample,13488072,TE/FLEX,2500,ARI@CIN 10/06/2019 01:00PM ET,CIN,1.12
DST,Bengals  (13488127),Bengals ,13488127,DST,2500,ARI@CIN 10/06/2019 01:00PM ET,CIN,2.75
TE,Logan Paulsen (13488006),Logan Paulsen,13488006,TE/FLEX,2500,ATL@HOU 10/06/2019 01:00PM ET,HOU,0
TE,Luke Stocker (13488008),Luke Stocker,13488008,TE/FLEX,2500,ATL@HOU 10/06/2019 01:00PM ET,ATL,1.4
TE,Jerell Adams (13488020),Jerell Adams,13488020,TE/FLEX,2500,ATL@HOU 10/06/2019 01:00PM ET,HOU,0
TE,Jaeden Graham (13488058),Jaeden Graham,13488058,TE/FLEX,2500,ATL@HOU 10/06/2019 01:00PM ET,ATL,0
DST,Falcons  (13488126),Falcons ,13488126,DST,2500,ATL@HOU 10/06/2019 01:00PM ET,ATL,2.75
TE,Antony Auclair (13488064),Antony Auclair,13488064,TE/FLEX,2500,TB@NO 10/06/2019 01:00PM ET,TB,0
TE,Tanner Hudson (13488066),Tanner Hudson,13488066,TE/FLEX,2500,TB@NO 10/06/2019 01:00PM ET,TB,0
TE,Garrett Dickerson (13488056),Garrett Dickerson,13488056,TE/FLEX,2500,MIN@NYG 10/06/2019 01:00PM ET,NYG,0
TE,Tyler Conklin (13488060),Tyler Conklin,13488060,TE/FLEX,2500,MIN@NYG 10/06/2019 01:00PM ET,MIN,0
TE,Derek Carrier (13488016),Derek Carrier,13488016,TE/FLEX,2500,CHI@OAK 10/06/2019 01:00PM ET,OAK,1.58
TE,Patrick Scales (13488026),Patrick Scales,13488026,TE/FLEX,2500,CHI@OAK 10/06/2019 01:00PM ET,CHI,0
TE,J.P. Holtz (13488042),J.P. Holtz,13488042,TE/FLEX,2500,CHI@OAK 10/06/2019 01:00PM ET,CHI,0.57
TE,Ryan Griffin (13488010),Ryan Griffin,13488010,TE/FLEX,2500,NYJ@PHI 10/06/2019 01:00PM ET,NYJ,1.83
TE,Daniel Brown (13488012),Daniel Brown,13488012,TE/FLEX,2500,NYJ@PHI 10/06/2019 01:00PM ET,NYJ,0
TE,Alex Ellis (13488032),Alex Ellis,13488032,TE/FLEX,2500,NYJ@PHI 10/06/2019 01:00PM ET,PHI,0
TE,Trevon Wesco (13488062),Trevon Wesco,13488062,TE/FLEX,2500,NYJ@PHI 10/06/2019 01:00PM ET,NYJ,0
TE,Zach Gentry (13488074),Zach Gentry,13488074,TE/FLEX,2500,BAL@PIT 10/06/2019 01:00PM ET,PIT,0
TE,Lee Smith (13488024),Lee Smith,13488024,TE/FLEX,2500,BUF@TEN 10/06/2019 01:00PM ET,BUF,0.45
TE,Beau Brinkley (13488028),Beau Brinkley,13488028,TE/FLEX,2500,BUF@TEN 10/06/2019 01:00PM ET,TEN,0
TE,MyCole Pruitt (13488030),MyCole Pruitt,13488030,TE/FLEX,2500,BUF@TEN 10/06/2019 01:00PM ET,TEN,0
TE,Anthony Firkser (13488050),Anthony Firkser,13488050,TE/FLEX,2500,BUF@TEN 10/06/2019 01:00PM ET,TEN,0
TE,Tommy Sweeney (13488070),Tommy Sweeney,13488070,TE/FLEX,2500,BUF@TEN 10/06/2019 01:00PM ET,BUF,1.7
TE,Jeremy Sprinkle (13488044),Jeremy Sprinkle,13488044,TE/FLEX,2500,NE@WAS 10/06/2019 01:00PM ET,WAS,2.7
TE,Ryan Izzo (13488068),Ryan Izzo,13488068,TE/FLEX,2500,NE@WAS 10/06/2019 01:00PM ET,NE,1.6
TE,Sean Culkin (13488040),Sean Culkin,13488040,TE/FLEX,2500,DEN@LAC 10/06/2019 04:05PM ET,LAC,0.55
TE,Troy Fumagalli (13488048),Troy Fumagalli,13488048,TE/FLEX,2500,DEN@LAC 10/06/2019 04:05PM ET,DEN,0.57
TE,Andrew Beck (13488052),Andrew Beck,13488052,TE/FLEX,2500,DEN@LAC 10/06/2019 04:05PM ET,DEN,0
TE,Robert Tonyan (13488018),Robert Tonyan,13488018,TE/FLEX,2500,GB@DAL 10/06/2019 04:25PM ET,GB,1.82
TE,Evan Baylis (13488038),Evan Baylis,13488038,TE/FLEX,2500,GB@DAL 10/06/2019 04:25PM ET,GB,0
TE,Dalton Schultz (13488054),Dalton Schultz,13488054,TE/FLEX,2500,GB@DAL 10/06/2019 04:25PM ET,DAL,0
TE,Deon Yelder (13488090),Deon Yelder,13488090,TE/FLEX,2500,IND@KC 10/06/2019 08:20PM ET,KC,3.15
TE,Blake Bell (13488092),Blake Bell,13488092,TE/FLEX,2500,IND@KC 10/06/2019 08:20PM ET,KC,0.7
TE,James Winchester (13488094),James Winchester,13488094,TE/FLEX,2500,IND@KC 10/06/2019 08:20PM ET,KC,0
TE,Mo Alie-Cox (13488096),Mo Alie-Cox,13488096,TE/FLEX,2500,IND@KC 10/06/2019 08:20PM ET,IND,1.45
TE,Hale Hentges (13488098),Hale Hentges,13488098,TE/FLEX,2500,IND@KC 10/06/2019 08:20PM ET,IND,0
TE,Levine Toilolo (13488078),Levine Toilolo,13488078,TE/FLEX,2500,CLE@SF 10/07/2019 08:15PM ET,SF,0
TE,Ross Dwelley (13488080),Ross Dwelley,13488080,TE/FLEX,2500,CLE@SF 10/07/2019 08:15PM ET,SF,0
TE,Garrison Sanborn (13488082),Garrison Sanborn,13488082,TE/FLEX,2500,CLE@SF 10/07/2019 08:15PM ET,SF,0
TE,Demetrius Harris (13488084),Demetrius Harris,13488084,TE/FLEX,2500,CLE@SF 10/07/2019 08:15PM ET,CLE,2.15
TE,Pharaoh Brown (13488086),Pharaoh Brown,13488086,TE/FLEX,2500,CLE@SF 10/07/2019 08:15PM ET,CLE,0.7
TE,Rico Gathers (13488088),Rico Gathers,13488088,TE/FLEX,2500,CLE@SF 10/07/2019 08:15PM ET,CLE,0
DST,Packers  (13488128),Packers ,13488128,DST,2400,GB@DAL 10/06/2019 04:25PM ET,GB,9.5
DST,Jets  (13488129),Jets ,13488129,DST,2300,NYJ@PHI 10/06/2019 01:00PM ET,NYJ,13
DST,Buccaneers  (13488130),Buccaneers ,13488130,DST,2200,TB@NO 10/06/2019 01:00PM ET,TB,11
DST,Steelers  (13488131),Steelers ,13488131,DST,2100,BAL@PIT 10/06/2019 01:00PM ET,PIT,9.25
DST,Colts  (13488132),Colts ,13488132,DST,2000,IND@KC 10/06/2019 08:20PM ET,IND,4.25
DST,Redskins  (13488133),Redskins ,13488133,DST,1800,NE@WAS 10/06/2019 01:00PM ET,WAS,4
